Car Company,Model name,year,fuel,seats,x change
Renault,Renault Duster 85PS Diesel RxL Optional,2012,Diesel,5.0,1461
Maruti,Maruti Swift Dzire LXi,2009,Petrol,5.0,1298
Honda,Honda Amaze VX i-DTEC,2013,Diesel,5.0,1498
Chevrolet,Chevrolet Spark 1.0 LS,2010,Petrol,5.0,995
Maruti,Maruti Vitara Brezza VDi AMT,2019,Diesel,5.0,1248
Maruti,Maruti Alto K10 VXI,2014,Petrol,5.0,998
Hyundai,Hyundai Verna 1.4 CRDi,2017,Diesel,5.0,1396
Maruti,Maruti Swift VDI BSIV,2014,Diesel,5.0,1248
Maruti,Maruti Ritz LXi,2016,Petrol,5.0,1197
Toyota,Toyota Fortuner 4x2 AT,2015,Diesel,7.0,2982
Skoda,Skoda Octavia Ambition 2.0 TDI MT,2014,Diesel,5.0,1968
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2011,Diesel,7.0,2494
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2010,Diesel,7.0,2494
Mahindra,Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,Diesel,9.0,2523
Maruti,Maruti Ciaz ZDi Plus SHVS,2017,Diesel,5.0,1248
Nissan,Nissan Micra XV CVT,2017,Petrol,5.0,1198
Tata,Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,Diesel,5.0,1047
Maruti,Maruti Swift Dzire VXI,2013,Petrol,5.0,1197
Maruti,Maruti Zen Estilo LXI BS IV,2013,Petrol,5.0,998
Hyundai,Hyundai Santro Xing GLS,2009,Petrol,5.0,1086
Hyundai,Hyundai Santro Xing XS,2007,Petrol,5.0,1086
Hyundai,Hyundai i20 Asta 1.4 CRDi,2014,Diesel,5.0,1396
Hyundai,Hyundai EON Era,2012,Petrol,5.0,814
Hyundai,Hyundai EON Sportz,2018,Petrol,5.0,814
Ford,Ford EcoSport S Diesel BSIV,2019,Diesel,5.0,1498
Tata,Tata Zest Quadrajet 1.3 75PS XE,2017,Diesel,5.0,1248
Toyota,Toyota Innova 2.5 V Diesel 7-seater,2011,Diesel,7.0,2494
Maruti,Maruti Wagon R LXI BSIII,2006,Petrol,5.0,1061
Maruti,Maruti 800 Std,1995,Petrol,4.0,796
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7.0,2179
Maruti,Maruti Esteem LX,2008,Petrol,,nan
Maruti,Maruti Alto LXi BSIII,2009,Petrol,5.0,796
Tata,Tata Tiago 1.2 Revotron XZ,2017,Petrol,5.0,1199
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,Diesel,8.0,2494
Maruti,Maruti Celerio VXI,2016,Petrol,5.0,998
Maruti,Maruti Wagon R LXI Minor,2010,Petrol,5.0,998
Honda,Honda Jazz 1.2 V AT i VTEC,2015,Petrol,5.0,1199
Hyundai,Hyundai i20 Asta Option 1.2,2017,Petrol,5.0,1197
Hyundai,Hyundai Xcent 1.2 Kappa SX Option,2017,Petrol,5.0,1197
Maruti,Maruti Ritz VDi,2012,Diesel,5.0,1248
Ford,Ford Figo Diesel EXI,2012,Diesel,5.0,1399
Hyundai,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,Diesel,5.0,1396
Mahindra,Mahindra XUV500 W8 2WD,2016,Diesel,7.0,2179
Maruti,Maruti Ertiga BSIV ZXI Plus,2016,Petrol,7.0,1373
Hyundai,Hyundai Verna CRDi 1.6 AT SX Option,2018,Diesel,5.0,1582
Datsun,Datsun GO Plus T BSIV,2015,Petrol,7.0,1198
Maruti,Maruti Alto 800 CNG LXI,2017,CNG,4.0,796
Maruti,Maruti Swift Dzire Vdi BSIV,2011,Diesel,5.0,1248
Hyundai,Hyundai EON Magna Optional,2013,Petrol,5.0,814
Fiat,Fiat Punto Pure 1.2L FIRE,2016,Petrol,5.0,1172
Maruti,Maruti Wagon R LXI CNG,2016,CNG,5.0,998
Hyundai,Hyundai i20 Magna 1.2,2016,Petrol,5.0,1197
Toyota,Toyota Innova 2.5 GX 8 STR BSIV,2012,Diesel,8.0,2494
Mahindra,Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,Diesel,9.0,2523
Maruti,Maruti Swift Dzire ZDi,2011,Diesel,5.0,1248
Tata,Tata Nexon 1.5 Revotorq XM,2018,Diesel,5.0,1497
Tata,Tata Indigo CS LS (TDI) BS III,2010,Diesel,5.0,1396
Hyundai,Hyundai Santro LE,2001,Petrol,,nan
Maruti,Maruti Zen LX,2003,Petrol,5.0,993
Mahindra,Mahindra Verito 1.5 D2 BSIV,2011,Diesel,5.0,1461
Mahindra,Mahindra Jeep MM 540,1998,Diesel,,nan
Tata,Tata Indica Vista Quadrajet LS,2014,Diesel,5.0,1248
Honda,Honda Amaze E i-DTEC,2017,Diesel,5.0,1498
Maruti,Maruti Alto LXi,2008,Petrol,5.0,796
Maruti,Maruti Wagon R VXI Optional,2016,Petrol,5.0,998
Maruti,Maruti A-Star Lxi,2010,Petrol,5.0,998
Hyundai,Hyundai Verna Xi (Petrol),2007,Petrol,5.0,1599
Tata,Tata Zest Revotron 1.2 XT,2020,Petrol,5.0,1193
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,2009,Diesel,5.0,1399
Chevrolet,Chevrolet Beat Diesel LT,2015,Diesel,5.0,936
Ford,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,Petrol,5.0,1497
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,5.0,1198
Hyundai,Hyundai EON Magna Plus,2016,Petrol,5.0,814
Maruti,Maruti Wagon R VXI Optional,2018,Petrol,5.0,998
Maruti,Maruti Vitara Brezza LDi Option,2017,Diesel,5.0,1248
Maruti,Maruti Swift Dzire LDI,2015,Diesel,5.0,1248
Jeep,Jeep Compass 2.0 Limited,2017,Diesel,5.0,1956
Tata,Tata Nexon 1.2 Revotron XZ Plus,2018,Petrol,5.0,1198
Chevrolet,Chevrolet Spark 1.0 LT,2016,Petrol,5.0,995
Chevrolet,Chevrolet Beat Diesel LT Option,2016,Diesel,5.0,936
Tata,Tata Nano Cx BSIII,2012,Petrol,4.0,624
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5.0,1197
Tata,Tata Manza Aqua Quadrajet BS IV,2012,Diesel,5.0,1248
Hyundai,Hyundai EON D Lite,2012,Petrol,5.0,814
Nissan,Nissan Micra Diesel XL Optional,2013,Diesel,5.0,1461
Hyundai,Hyundai EON Era Plus,2012,Petrol,5.0,814
Maruti,Maruti Swift VXI Optional,2015,Petrol,5.0,1197
Maruti,Maruti Swift VDI Optional,2016,Diesel,5.0,1248
Maruti,Maruti Ertiga VDI,2012,Diesel,7.0,1248
Maruti,Maruti Zen Estilo VXI BSIV,2011,Petrol,5.0,998
Renault,Renault Pulse RxL,2013,Diesel,5.0,1461
Mahindra,Mahindra Thar CRDe,2018,Diesel,6.0,2498
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,Diesel,8.0,2494
Mahindra,Mahindra Scorpio EX,2014,Diesel,8.0,2523
Maruti,Maruti Wagon R LXI CNG,2017,CNG,5.0,998
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2011,Diesel,5.0,1582
Maruti,Maruti Wagon R VXI BS IV,2014,Petrol,5.0,998
Hyundai,Hyundai Grand i10 CRDi Sportz,2014,Diesel,5.0,1120
Mahindra,Mahindra NuvoSport N8,2016,Diesel,7.0,1493
Maruti,Maruti Wagon R LXI Optional,2016,Petrol,5.0,998
Ford,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,Diesel,5.0,1498
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5.0,1248
Mahindra,Mahindra Marazzo M8,2019,Diesel,7.0,1497
Tata,Tata Nexon 1.5 Revotorq XZ Plus,2017,Diesel,5.0,1497
Datsun,Datsun GO T Option BSIV,2018,Petrol,5.0,1198
Ford,Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,Diesel,5.0,1498
Maruti,Maruti Swift Dzire ZXI,2017,Petrol,5.0,1197
Hyundai,Hyundai Verna CRDi,2008,Diesel,5.0,1493
Mahindra,Mahindra TUV 300 T8,2016,Diesel,7.0,1493
Maruti,Maruti Ignis 1.2 AMT Delta BSIV,2019,Petrol,5.0,1197
Hyundai,Hyundai i20 Active 1.4 SX,2015,Diesel,5.0,1396
Maruti,Maruti Swift LXI,2019,Petrol,5.0,1197
Hyundai,Hyundai Santro Xing GLS,2009,Petrol,5.0,1086
Maruti,Maruti Wagon R VXI BS IV,2015,Petrol,5.0,998
Mahindra,Mahindra TUV 300 T8,2016,Diesel,7.0,1493
Renault,Renault KWID RXT,2015,Petrol,5.0,799
Honda,Honda Mobilio V i VTEC,2015,Petrol,7.0,1497
Hyundai,Hyundai Verna 1.6 SX,2011,Diesel,5.0,1582
Hyundai,Hyundai EON Era Plus,2013,Petrol,5.0,814
Mahindra,Mahindra XUV500 W6 2WD,2014,Diesel,7.0,2179
Nissan,Nissan Terrano XV 110 PS,2014,Diesel,5.0,1461
Chevrolet,Chevrolet Cruze LTZ,2012,Diesel,5.0,1998
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2015,Diesel,5.0,1396
Mahindra,Mahindra XUV500 W8 4WD,2012,Diesel,7.0,2179
Fiat,Fiat Grande Punto EVO 1.3 Dynamic,2015,Diesel,5.0,1248
Toyota,Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,Diesel,7.0,2494
Tata,Tata Safari DICOR 2.2 EX 4x2,2010,Diesel,7.0,2179
Fiat,Fiat Avventura Power Up 1.3 Emotion,2015,Diesel,5.0,1248
Maruti,Maruti Wagon R LXI BSIII,2017,Petrol,5.0,998
Mahindra,Mahindra Scorpio SLE BS IV,2012,Diesel,8.0,2179
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,Diesel,5.0,1498
Ford,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,Diesel,5.0,1498
Maruti,Maruti Wagon R LXI Minor,2008,Petrol,5.0,1061
Hyundai,Hyundai i20 Magna,2013,Petrol,5.0,1197
Fiat,Fiat Avventura Power Up 1.3 Emotion,2015,Diesel,5.0,1248
Honda,Honda City V MT,2010,Petrol,5.0,1497
Mahindra,Mahindra TUV 300 mHAWK100 T8,2016,Diesel,7.0,1493
Fiat,Fiat Grande Punto Active (Diesel),2012,Diesel,5.0,1248
Tata,Tata Zest Revotron 1.2T XMS,2018,Petrol,5.0,1193
Fiat,Fiat Avventura MULTIJET Emotion,2015,Diesel,5.0,1248
Maruti,Maruti Swift Dzire AMT VXI,2019,Petrol,5.0,1197
Hyundai,Hyundai i20 Active 1.2 S,2017,Petrol,5.0,1197
Maruti,Maruti Alto 800 CNG LXI,2013,CNG,5.0,796
Maruti,Maruti Alto 800 LXI,2016,Petrol,5.0,796
Maruti,Maruti Alto LXi,2009,Petrol,5.0,796
Hyundai,Hyundai Elite i20 Petrol Magna Exective,2019,Petrol,5.0,1197
Hyundai,Hyundai EON Era Plus,2016,Petrol,5.0,814
Tata,Tata Zest Revotron 1.2T XMS,2017,Petrol,5.0,1193
Mahindra,Mahindra Scorpio LX,2014,Diesel,9.0,2179
Ashok,Ashok Leyland Stile LE,2013,Diesel,8.0,1461
Mahindra,Mahindra XUV300 W8 Option BSIV,2019,Petrol,5.0,1197
Maruti,Maruti Wagon R VXI,2003,Petrol,5.0,998
Honda,Honda Amaze VX i-DTEC,2015,Diesel,5.0,1498
Maruti,Maruti Wagon R VXI BSIII,2012,Petrol,5.0,998
Volkswagen,Volkswagen Vento 1.6 Highline,2014,Petrol,5.0,1598
Maruti,Maruti Gypsy King Soft Top MPI BSIV,2002,Petrol,8.0,1298
Maruti,Maruti Alto LXi,2009,Petrol,5.0,796
Audi,Audi Q7 3.0 TDI Quattro,2010,Diesel,7.0,2967
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,Diesel,8.0,2179
Hyundai,Hyundai i20 Sportz Option 1.4 CRDi,2015,Diesel,5.0,1396
Hyundai,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,Diesel,5.0,1396
Chevrolet,Chevrolet Beat Diesel LS,2012,Diesel,5.0,936
Hyundai,Hyundai i20 1.4 Sportz,2017,Diesel,5.0,1396
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2016,Diesel,5.0,1582
Hyundai,Hyundai i20 1.4 CRDi Sportz,2010,Diesel,5.0,1396
Chevrolet,Chevrolet Spark 1.0 LT,2011,Petrol,5.0,995
Nissan,Nissan Sunny XL,2012,Petrol,5.0,1498
Hyundai,Hyundai Grand i10 Asta,2014,Petrol,5.0,1197
Toyota,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,Petrol,7.0,2694
Hyundai,Hyundai i20 Sportz 1.2,2015,Petrol,5.0,1197
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5.0,1197
Daewoo,Daewoo Matiz SD,2001,Petrol,5.0,796
Hyundai,Hyundai i20 Asta 1.2,2015,Petrol,5.0,1197
Maruti,Maruti Swift VDI Optional,2017,Diesel,5.0,1248
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,Diesel,5.0,1582
Maruti,Maruti Ertiga SHVS ZDI,2016,Diesel,7.0,1248
Tata,Tata Indigo CS LS (TDI) BS III,2009,Diesel,5.0,1396
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Petrol,5.0,1197
Tata,Tata Indigo CS LS (TDI) BS III,2009,Diesel,5.0,1396
Tata,Tata Tiago 1.2 Revotron XZ,2016,Petrol,5.0,1199
Hyundai,Hyundai Santro Xing XL eRLX Euro II,2006,Petrol,,nan
Tata,Tata Indica V2 Turbomax DLS BS IV,2012,Diesel,5.0,1405
Hyundai,Hyundai i20 1.4 CRDi Magna,2011,Diesel,5.0,1396
Hyundai,Hyundai EON LPG Era Plus,2012,LPG,5.0,814
Mahindra,Mahindra Ssangyong Rexton RX7,2013,Diesel,7.0,2696
Tata,Tata Indica V2 DLS,2007,Diesel,5.0,1396
Tata,Tata Tiago 1.2 Revotron XT,2017,Petrol,5.0,1199
Tata,Tata Tiago 1.2 Revotron XT,2017,Petrol,5.0,1199
Maruti,Maruti Wagon R VXI BS IV,2014,Petrol,5.0,998
Hyundai,Hyundai Santro Xing XG,2005,Petrol,,nan
Renault,Renault Fluence Diesel E4,2012,Diesel,5.0,1461
Renault,Renault Duster 110PS Diesel RxL,2012,Diesel,5.0,1461
Tata,Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,Diesel,5.0,1248
Mahindra,Mahindra Scorpio VLS AT 2.2 mHAWK,2009,Diesel,8.0,2179
Hyundai,Hyundai Santro Xing XL,2007,Petrol,,nan
Renault,Renault Pulse RxL Optional,2017,Diesel,5.0,1461
Mahindra,Mahindra Bolero SLX 2WD,2010,Diesel,7.0,2523
Maruti,Maruti Wagon R VXI Minor,2011,Petrol,5.0,998
Ford,Ford Figo 1.5D Base MT,2015,Diesel,5.0,1498
Tata,Tata Indigo CR4,2012,Diesel,5.0,1396
Tata,Tata Indica V2 DLE BSIII,2011,Diesel,5.0,1396
Hyundai,Hyundai i20 Magna 1.2,2014,Petrol,5.0,1197
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,2019,Diesel,5.0,1498
Mahindra,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,Diesel,7.0,2179
Honda,Honda WR-V i-DTEC VX,2018,Diesel,5.0,1498
Hyundai,Hyundai i10 Era,2011,Petrol,5.0,1086
Hyundai,Hyundai Verna 1.6 CRDI AT SX Option,2016,Diesel,5.0,1582
Hyundai,Hyundai Verna 1.6 CRDi S Option,2016,Diesel,5.0,1582
Mahindra,Mahindra Thar CRDe AC,2014,Diesel,6.0,2498
Maruti,Maruti Swift Dzire Vdi BSIV,2011,Diesel,5.0,1248
Maruti,Maruti Swift Dzire VXI 1.2,2018,Petrol,5.0,1197
Hyundai,Hyundai i10 Era,2011,Petrol,5.0,1086
Honda,Honda City i DTEC VX,2015,Diesel,5.0,1498
Maruti,Maruti Swift ZDi,2014,Diesel,5.0,1248
Hyundai,Hyundai Xcent 1.2 Kappa Base,2015,Petrol,5.0,1197
Hyundai,Hyundai i20 Asta Option 1.2,2016,Petrol,5.0,1197
Maruti,Maruti Swift Dzire LDI,2016,Diesel,5.0,1248
Maruti,Maruti Swift Dzire LDI,2016,Diesel,5.0,1248
Mahindra,Mahindra XUV500 W10 2WD,2017,Diesel,7.0,2179
Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline,2018,Diesel,5.0,1498
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2017,Diesel,5.0,1582
BMW,BMW X6 xDrive30d,2013,Diesel,4.0,2993
Maruti,Maruti Swift Dzire ZXI Plus,2018,Petrol,5.0,1197
Honda,Honda Jazz 1.2 V i VTEC,2016,Petrol,5.0,1199
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,Diesel,5.0,2143
Maruti,Maruti Ignis 1.3 AMT Zeta,2017,Diesel,5.0,1248
Chevrolet,Chevrolet Cruze LTZ AT,2011,Diesel,4.0,1991
Toyota,Toyota Corolla Altis 1.8 G,2018,Petrol,5.0,1798
Toyota,Toyota Corolla Altis 1.8 VL AT,2017,Petrol,5.0,1794
Mercedes-Benz,Mercedes-Benz GLA Class 200 CDI SPORT,2017,Diesel,5.0,2143
Hyundai,Hyundai Grand i10 Sportz,2017,Petrol,5.0,1197
Toyota,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,Diesel,8.0,2755
Mahindra,Mahindra XUV500 W10 2WD,2015,Diesel,7.0,2179
Honda,Honda WR-V i-VTEC S,2017,Petrol,5.0,1199
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5.0,1248
Kia,Kia Seltos HTX Plus AT D,2020,Diesel,5.0,1493
Maruti,Maruti Ciaz RS ZDi Plus SHVS,2017,Diesel,5.0,1248
Skoda,Skoda Rapid 1.5 TDI AT Style Plus,2016,Diesel,5.0,1498
Maruti,Maruti Swift ZXI 2018,2018,Petrol,5.0,1197
BMW,BMW 6 Series GT 630d Luxury Line,2018,Diesel,4.0,2993
Honda,Honda Jazz 1.2 SV i VTEC,2015,Petrol,5.0,1199
Chevrolet,Chevrolet Beat LT,2010,Petrol,5.0,1199
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5.0,1197
Mahindra,Mahindra Scorpio SLX 4WD,2008,Diesel,8.0,2609
Mahindra,Mahindra KUV 100 mFALCON D75 K6 Plus,2016,Diesel,6.0,1198
Honda,Honda City i DTEC VX,2015,Diesel,5.0,1498
Maruti,Maruti 800 DX,1996,Petrol,4.0,796
Maruti,Maruti Wagon R AMT VXI Option,2018,Petrol,5.0,998
Toyota,Toyota Etios Liva VD,2015,Diesel,5.0,1364
Maruti,Maruti Alto 800 VXI,2014,Petrol,5.0,796
Tata,Tata Sumo SE Plus BSII,2000,Diesel,10.0,1948
Maruti,Maruti Swift Vdi BSIII,2010,Diesel,5.0,1248
Mahindra,Mahindra XUV500 W6 2WD,2016,Diesel,7.0,2179
Ford,Ford Ikon 1.4 TDCi DuraTorq,2009,Diesel,5.0,1399
Mahindra,Mahindra Scorpio SLX 4WD LE,2008,Diesel,8.0,2609
Skoda,Skoda Fabia 1.2L Diesel Elegance,2011,Diesel,5.0,1199
Maruti,Maruti Swift Vdi BSIII,2008,Diesel,5.0,1248
Honda,Honda Jazz V CVT,2018,Petrol,5.0,1199
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,Petrol,5.0,1599
Maruti,Maruti Alto LXi,2007,Petrol,5.0,796
Volkswagen,Volkswagen Vento 1.5 TDI Highline,2014,Diesel,5.0,1498
Mahindra,Mahindra Xylo E4 BS III,2013,Diesel,7.0,2498
Maruti,Maruti Baleno Zeta 1.2,2017,Petrol,5.0,1197
Maruti,Maruti Alto 800 VXI,2016,Petrol,5.0,796
Maruti,Maruti Alto K10 VXI,2017,Petrol,5.0,998
Hyundai,Hyundai Creta 1.6 CRDi Anniversary Edition,2015,Diesel,5.0,1582
Tata,Tata Indica V2 GLX BSIII,2008,Petrol,5.0,1396
Tata,Tata Tiago 1.2 Revotron XZ,2018,Petrol,5.0,1199
Tata,Tata Tiago 1.05 Revotorq XZ,2016,Diesel,5.0,1047
Tata,Tata New Safari DICOR 2.2 GX 4x2,2009,Diesel,7.0,2179
Mahindra,Mahindra Xylo E4 ABS BS IV,2012,Diesel,7.0,2498
Mahindra,Mahindra XUV500 W8 2WD,2014,Diesel,7.0,2179
Mahindra,Mahindra Bolero Power Plus SLE,2017,Diesel,7.0,1493
Maruti,Maruti Swift Dzire ZDi,2011,Diesel,5.0,1248
Hyundai,Hyundai Creta 1.6 SX Option Executive,2018,Petrol,5.0,1591
Maruti,Maruti Alto 800 LX,2017,Petrol,5.0,796
Maruti,Maruti Swift Dzire AMT VXI,2017,Petrol,5.0,1197
Ford,Ford Figo Aspire 1.5 TDCi Titanium,2017,Diesel,5.0,1498
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Diesel,5.0,1498
Skoda,Skoda Rapid 1.6 TDI Ambition,2012,Diesel,5.0,1598
Chevrolet,Chevrolet Cruze LTZ AT,2011,Diesel,4.0,1991
Hyundai,Hyundai i20 1.2 Magna Executive,2017,Petrol,5.0,1197
Hyundai,Hyundai Creta 1.6 VTVT E Plus,2017,Petrol,5.0,1591
Maruti,Maruti Wagon R LXI BSIII,2010,Petrol,5.0,998
Maruti,Maruti Ritz VDi,2012,Diesel,5.0,1248
Toyota,Toyota Glanza G CVT,2019,Petrol,5.0,1197
Chevrolet,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,Petrol,5.0,995
Maruti,Maruti SX4 Vxi BSIII,2009,Petrol,5.0,1586
Tata,Tata Indigo Grand Dicor,2007,Diesel,5.0,1396
Hyundai,Hyundai Creta 1.6 Gamma SX Plus,2015,Petrol,5.0,1591
Hyundai,Hyundai i20 1.4 Asta Option,2018,Diesel,5.0,1396
Chevrolet,Chevrolet Beat Diesel LT,2014,Diesel,5.0,936
Maruti,Maruti Alto 800 LXI,2014,Petrol,5.0,796
Tata,Tata Indica Vista Quadrajet LS,2012,Diesel,5.0,1248
Hyundai,Hyundai Creta 1.6 SX,2018,Petrol,5.0,1591
Tata,Tata Indigo CR4,2013,Diesel,5.0,1396
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2014,Diesel,5.0,1396
Tata,Tata Tiago 1.2 Revotron XT,2017,Petrol,5.0,1199
Maruti,Maruti 800 Std,2002,Petrol,4.0,796
Hyundai,Hyundai Verna VTVT 1.6 SX Option,2018,Petrol,5.0,1591
Honda,Honda City i DTEC VX,2014,Diesel,5.0,1498
Hyundai,Hyundai i20 1.2 Asta,2010,Petrol,5.0,1197
Mahindra,Mahindra Bolero SLE,2009,Diesel,7.0,2523
Maruti,Maruti Wagon R VXI,2005,Petrol,5.0,998
Mahindra,Mahindra Xylo E4 BS III,2014,Diesel,7.0,2498
Hyundai,Hyundai Santro Sportz BSIV,2019,Petrol,5.0,1086
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,Diesel,5.0,1498
Maruti,Maruti Swift Dzire VXI 1.2 BS IV,2017,Petrol,5.0,1197
Maruti,Maruti Swift Star VDI,2013,Diesel,5.0,1248
Hyundai,Hyundai Grand i10 AT Asta,2015,Petrol,5.0,1197
Maruti,Maruti Alto LX,2006,Petrol,5.0,796
Hyundai,Hyundai i10 Asta,2012,Petrol,5.0,1197
Tata,Tata Aria Prestige 4x2,2013,Diesel,7.0,2197
Mahindra,Mahindra Scorpio 2.6 DX,2006,Diesel,8.0,2609
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2010,Diesel,5.0,1199
Mahindra,Mahindra Bolero 2011-2019 ZLX,2013,Diesel,7.0,2523
Maruti,Maruti 800 AC BSIII,2013,Petrol,4.0,796
Mahindra,Mahindra XUV500 W11 Option BSIV,2018,Diesel,7.0,2179
Mahindra,Mahindra XUV500 W11 Option BSIV,2018,Diesel,7.0,2179
Tata,Tata Indica GLS BS IV,2007,Petrol,5.0,1193
Chevrolet,Chevrolet Tavera B1-10 seats BSII,2010,Diesel,10.0,2499
Hyundai,Hyundai i20 Magna 1.2,2015,Petrol,5.0,1197
Tata,Tata Sumo CX,2012,Diesel,7.0,2956
Toyota,Toyota Corolla Altis 1.8 Sport,2010,Petrol,5.0,1794
Renault,Renault KWID 1.0 RXT Optional,2016,Petrol,5.0,999
Renault,Renault Duster 85PS Diesel RxS,2017,Diesel,5.0,1461
Tata,Tata Indigo TDI,2010,Diesel,5.0,1405
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,Petrol,5.0,1599
Maruti,Maruti Ertiga VDI,2013,Diesel,7.0,1248
Hyundai,Hyundai i20 Asta 1.2,2015,Petrol,5.0,1197
Mahindra,Mahindra Bolero 2011-2019 Camper,2006,Diesel,7.0,2523
Ford,Ford Ecosport 1.5 DV5 MT Trend,2016,Diesel,5.0,1498
Ford,Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,Diesel,5.0,1498
Mahindra,Mahindra Marazzo M8,2019,Diesel,7.0,1497
Isuzu,Isuzu MUX 2WD,2019,Diesel,7.0,2999
Tata,Tata Nexon 1.5 Revotorq XZ Plus,2017,Diesel,5.0,1497
Ford,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,Diesel,5.0,1498
Ford,Ford Aspire Trend Plus,2018,Petrol,5.0,1194
Nissan,Nissan Kicks XL BSIV,2019,Petrol,5.0,1498
Datsun,Datsun GO T Option BSIV,2018,Petrol,5.0,1198
Honda,Honda City i-VTEC CVT ZX,2019,Petrol,5.0,1497
Honda,Honda City i VTEC V,2017,Petrol,5.0,1497
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,Diesel,5.0,1498
Ford,Ford Figo Diesel Titanium,2012,Diesel,5.0,1399
Chevrolet,Chevrolet Captiva LT,2011,Diesel,7.0,1991
Ford,Ford Figo 1.5D Trend MT,2017,Diesel,5.0,1498
MG,MG Hector Smart DCT,2019,Petrol,5.0,1451
Maruti,Maruti Ertiga VDI,2014,Diesel,7.0,1248
Maruti,Maruti Swift VDI,2011,Diesel,5.0,1248
Maruti,Maruti Swift Dzire LDI,2018,Diesel,5.0,1248
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,Petrol,5.0,1599
Maruti,Maruti Baleno Sigma 1.3,2015,Diesel,5.0,1248
Tata,Tata Sumo SE,2002,Diesel,7.0,2956
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5.0,1999
Lexus,Lexus ES 300h,2019,Petrol,5.0,2487
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5.0,1999
Tata,Tata Safari Storme EX,2015,Diesel,7.0,2179
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5.0,1969
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5.0,2494
Maruti,Maruti Wagon R LXI,2013,Petrol,5.0,998
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5.0,1248
Honda,Honda Jazz VX,2016,Petrol,5.0,1199
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7.0,2494
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5.0,1197
Toyota,Toyota Etios VX,2017,Petrol,5.0,1496
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5.0,1197
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5.0,1186
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5.0,1995
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5.0,1995
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5.0,1199
