company,Model name,year,fuel,seats,engine,km_driven,mileage,max_power,torque,Insurance 
Hyundai,Hyundai Santro LE,2001,Petrol,,1197 CC,60000,,82 bhp,114Nm@ 4000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Zen LX,2003,Petrol,5,2609 CC,110000,19.0 kmpl,120 bhp,290Nm@ 1800-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Verito 1.5 D2 BSIV,2011,Diesel,5,,64000,21.9 kmpl,,,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Jeep MM 540,1998,Diesel,,998 CC,10000,21.1 km/kg,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica Vista Quadrajet LS,2014,Diesel,5,1197 CC,35000,11.18 kmpl,83.1 bhp,115Nm@ 4000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda Amaze E i-DTEC,2017,Diesel,5,1199 CC,23000,17.2 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto LXi,2008,Petrol,5,1248 CC,15000,23.84 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI Optional,2016,Petrol,5,2179 CC,20000,23.84 kmpl,120 bhp,280Nm@ 1800-2800rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti A-Star Lxi,2010,Petrol,5,2523 CC,90000,20.51 kmpl,63 bhp,180 Nm at 1440-1500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna Xi (Petrol),2007,Petrol,5,2523 CC,90000,,63 bhp,180 Nm at 1440-1500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Zest Revotron 1.2 XT,2020,Petrol,5,1396 CC,80000,21.8 kmpl,88.76 bhp,219.6Nm@ 1750-2750rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,2009,Diesel,5,1197 CC,50000,19.01 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,Petrol,5,,50000,18.4 kmpl,,,"Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,5,1405 CC,185000,11.79 kmpl,70 bhp,135.4Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON Magna Plus,2016,Petrol,5,1197 CC,40000,,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI Optional,2018,Petrol,5,999 CC,30000,23.08 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Vitara Brezza LDi Option,2017,Diesel,5,1396 CC,120000,13.6 kmpl,69 bhp,140Nm@ 1800-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire LDI,2015,Diesel,5,998 CC,500000,18.9 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Nexon 1.2 Revotron XZ Plus,2018,Petrol,5,2179 CC,46000,25.83 kmpl,120 bhp,280Nm@ 1800-2800rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Nano Cx BSIII,2012,Petrol,4,2982 CC,120000,23.57 kmpl,171 bhp,343Nm@ 1400-3400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5,2523 CC,80000,17.88 kmpl,75 bhp,200Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Manza Aqua Quadrajet BS IV,2012,Diesel,5,1396 CC,90000,18.6 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON D Lite,2012,Petrol,5,2523 CC,90000,23.0 kmpl,75 bhp,200Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON Era Plus,2012,Petrol,5,,80000,12.05 kmpl,,,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VXI Optional,2015,Petrol,5,1248 CC,70000,25.5 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VDI Optional,2016,Diesel,5,1120 CC,91000,19.81 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ertiga VDI,2012,Diesel,7,1396 CC,90000,19.08 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Zen Estilo VXI BSIV,2011,Petrol,5,1248 CC,110000,23.9 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Pulse RxL,2013,Diesel,5,999 CC,90000,16.55 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Thar CRDe,2018,Diesel,6,1199 CC,50000,19.3 kmpl,84 bhp,114Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,Diesel,8,1493 CC,60000,21.21 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Scorpio EX,2014,Diesel,8,796 CC,35000,19.81 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R LXI CNG,2017,CNG,5,1598 CC,100000,25.1 kmpl,103.6 bhp,250Nm@ 1500-2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2011,Diesel,5,1120 CC,90000,22.9 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Wagon R VXI BS IV,2014,Petrol,5,1399 CC,120000,19.1 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Grand i10 CRDi Sportz,2014,Diesel,5,998 CC,95000,18.6 kmpl,66.1 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra NuvoSport N8,2016,Diesel,7,2523 CC,35000,26.59 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R LXI Optional,2016,Petrol,5,1193 CC,38000,26.59 kmpl,65.3 bhp,102Nm@ 2600rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,Diesel,5,1497 CC,56000,16.0 kmpl,117.3 bhp,145Nm@ 4600rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VDI,2013,Diesel,5,1396 CC,50000,21.66 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Marazzo M8,2019,Diesel,7,814 CC,70000,19.67 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Nexon 1.5 Revotorq XZ Plus,2017,Diesel,5,796 CC,30000,11.2 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,Diesel,5,2179 CC,188000,21.21 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire ZXI,2017,Petrol,5,1497 CC,60000,18.7 kmpl,117.3 bhp,145Nm@ 4600rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna CRDi,2008,Diesel,5,2179 CC,133000,13.0 kmpl,138.1 bhp,320Nm@ 1700-2700rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra TUV 300 T8,2016,Diesel,7,2494 CC,160000,26.8 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Ignis 1.2 AMT Delta BSIV,2019,Petrol,5,2179 CC,150000,18.1 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai i20 Active 1.4 SX,2015,Diesel,5,796 CC,30000,14.28 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift LXI,2019,Petrol,5,796 CC,60000,14.53 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Santro Xing GLS,2009,Petrol,5,1396 CC,30000,17.9 kmpl,69 bhp,135Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI BS IV,2015,Petrol,5,1399 CC,80000,18.9 kmpl,98.82 bhp,131Nm@ 4400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra TUV 300 T8,2016,Diesel,7,796 CC,20000,11.36 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault KWID RXT,2015,Petrol,5,814 CC,80000,16.0 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Mobilio V i VTEC,2015,Petrol,7,2523 CC,73000,17.5 kmpl,75 bhp,200Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna 1.6 SX,2011,Diesel,5,814 CC,50000,23.4 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON Era Plus,2013,Petrol,5,2523 CC,200000,17.8 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W6 2WD,2014,Diesel,7,1248 CC,46000,28.09 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Sportz 1.4 CRDi,2015,Diesel,5,796 CC,36088,21.66 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV500 W8 4WD,2012,Diesel,7,909 CC,50000,22.0 kmpl,45 bhp,98Nm@ 1600-3000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Toyota,Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,Diesel,7,1396 CC,50000,17.09 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Safari DICOR 2.2 EX 4x2,2010,Diesel,7,1373 CC,25000,18.7 kmpl,91.1 bhp,130Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R LXI BSIII,2017,Petrol,5,2523 CC,30000,18.6 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Scorpio SLE BS IV,2012,Diesel,8,2179 CC,30000,19.1 kmpl,153.86 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,Diesel,5,2200 CC,13000,12.7 kmpl,139.01 bhp,321Nm@ 1600-2400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,Diesel,5,1462 CC,15000,25.32 kmpl,103.2 bhp,138nm@ 4400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Wagon R LXI Minor,2008,Petrol,5,1248 CC,44000,25.1 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Magna,2013,Petrol,5,1498 CC,63000,16.1 kmpl,98.59 bhp,205Nm@ 1750-3250rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda City V MT,2010,Petrol,5,1493 CC,110000,20.51 kmpl,100 bhp,240Nm@ 1600-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra TUV 300 mHAWK100 T8,2016,Diesel,7,1197 CC,14000,23.59 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Zest Revotron 1.2T XMS,2018,Petrol,5,796 CC,35000,22.74 kmpl,47.3 bhp,69Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire AMT VXI,2019,Petrol,5,2523 CC,35000,12.2 kmpl,62.1 bhp,195Nm@ 1400-2200rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Active 1.2 S,2017,Petrol,5,1396 CC,110000,17.8 kmpl,69 bhp,135Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 CNG LXI,2013,CNG,5,1405 CC,85700,16.0 kmpl,70 bhp,"13.5@ 2,500(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto 800 LXI,2016,Petrol,5,1248 CC,120000,13.8 kmpl,73.9 bhp,113Nm@ 4500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto LXi,2009,Petrol,5,1498 CC,50000,12.7 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Elite i20 Petrol Magna Exective,2019,Petrol,5,,100000,20.86 kmpl,,,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON Era Plus,2016,Petrol,5,1120 CC,35000,17.8 kmpl,71 bhp,180.4Nm@ 1750-2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Zest Revotron 1.2T XMS,2017,Petrol,5,1197 CC,70000,18.2 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Scorpio LX,2014,Diesel,9,1596 CC,90000,13.9 kmpl,99.6 bhp,146Nm@ 3400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra XUV300 W8 Option BSIV,2019,Petrol,5,2179 CC,42000,19.7 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI,2003,Petrol,5,1197 CC,30000,20.34 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda Amaze VX i-DTEC,2015,Diesel,5,1373 CC,80000,11.68 kmpl,91.1 bhp,130Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI BSIII,2012,Petrol,5,1197 CC,90000,21.4 kmpl,80 bhp,"11.4 kgm at 4,000 rpm","Comapany Name:HDFC Argo,Policy Plan:8500"
Volkswagen,Volkswagen Vento 1.6 Highline,2014,Petrol,5,1199 CC,60000,22.74 kmpl,79.4 bhp,108Nm@ 4400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Gypsy King Soft Top MPI BSIV,2002,Petrol,8,1196 CC,162000,23.95 kmpl,73 bhp,101Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Alto LXi,2009,Petrol,5,624 CC,70000,19.67 kmpl,37.48 bhp,51Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Audi,Audi Q7 3.0 TDI Quattro,2010,Diesel,7,998 CC,20000,15.3 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,Diesel,8,2179 CC,80000,23.84 kmpl,138.1 bhp,320Nm@ 1700-2700rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai i20 Sportz Option 1.4 CRDi,2015,Diesel,5,2523 CC,90000,27.28 kmpl,63 bhp,180 Nm at 1440-1500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,Diesel,5,1197 CC,120000,13.93 kmpl,80 bhp,"11.4@ 4,000(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.4 Sportz,2017,Diesel,5,2499 CC,220000,11.68 kmpl,80 bhp,"19@ 1,800(kgm@ rpm)","Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2016,Diesel,5,1248 CC,100000,15.1 kmpl,75 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.4 CRDi Sportz,2010,Diesel,5,1193 CC,35000,16.5 kmpl,88.7 bhp,140Nm@ 1500-4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 Asta,2014,Petrol,5,2362 CC,120000,19.3 kmpl,164.7 bhp,224Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Toyota,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,Petrol,7,2523 CC,120000,15.8 kmpl,63 bhp,180 Nm at 1440-1500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Sportz 1.2,2015,Petrol,5,1196 CC,110000,24.7 kmpl,73 bhp,101Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VXI,2014,Petrol,5,799 CC,60000,21.21 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Asta 1.2,2015,Petrol,5,1396 CC,27000,25.83 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift VDI Optional,2017,Diesel,5,1248 CC,50000,22.77 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,Diesel,5,1198 CC,40000,20.5 kmpl,86.7 bhp,109Nm@ 4500rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Ertiga SHVS ZDI,2016,Diesel,7,1582 CC,88000,18.1 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indigo CS LS (TDI) BS III,2009,Diesel,5,2179 CC,50000,18.6 kmpl,140 bhp,320Nm@ 1500-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Petrol,5,1582 CC,80000,15.29 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Indigo CS LS (TDI) BS III,2009,Diesel,5,1396 CC,60000,18.9 kmpl,88.76 bhp,219.66nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tiago 1.2 Revotron XZ,2016,Petrol,5,1197 CC,26000,23.2 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Santro Xing XL eRLX Euro II,2006,Petrol,,1388 CC,80000,19.56 kmpl,68 bhp,"16.3@ 2,000(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica V2 Turbomax DLS BS IV,2012,Diesel,5,814 CC,60000,16.5 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 1.4 CRDi Magna,2011,Diesel,5,1197 CC,80000,15.0 kmpl,78.9 bhp,111.7Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai EON LPG Era Plus,2012,LPG,5,1248 CC,90000,23.57 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Ssangyong Rexton RX7,2013,Diesel,7,1582 CC,80000,15.29 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica V2 DLS,2007,Diesel,5,1197 CC,15000,22.54 kmpl,81.86 bhp,113.75nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tiago 1.2 Revotron XT,2017,Petrol,5,1248 CC,35000,25.44 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Tiago 1.2 Revotron XT,2017,Petrol,5,1364 CC,120000,22.74 kmpl,67.04 bhp,170Nm@ 1800-2400rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Wagon R VXI BS IV,2014,Petrol,5,1120 CC,63000,22.3 kmpl,70 bhp,160Nm@ 1500-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Santro Xing XG,2005,Petrol,,1498 CC,25000,15.8 kmpl,108.62 bhp,250Nm@ 1500-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Fluence Diesel E4,2012,Diesel,5,998 CC,64500,23.57 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Duster 110PS Diesel RxL,2012,Diesel,5,1198 CC,100000,22.54 kmpl,77 bhp,190Nm@ 1750-2250rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,Diesel,5,1582 CC,40000,23.84 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Scorpio VLS AT 2.2 mHAWK,2009,Diesel,8,1197 CC,15000,16.1 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Santro Xing XL,2007,Petrol,,1364 CC,25000,17.0 kmpl,67.04 bhp,170Nm@ 1800-2400rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Renault,Renault Pulse RxL Optional,2017,Diesel,5,1197 CC,82000,25.1 kmpl,85.80 bhp,114Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Bolero SLX 2WD,2010,Diesel,7,1248 CC,87000,17.0 kmpl,88.76 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Wagon R VXI Minor,2011,Petrol,5,998 CC,80000,13.6 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford Figo 1.5D Base MT,2015,Diesel,5,1461 CC,110000,18.9 kmpl,108.45 bhp,248Nm@ 2250rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Tata,Tata Indigo CR4,2012,Diesel,5,1248 CC,148000,11.68 kmpl,88.8 bhp,200Nm@ 1750-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Tata,Tata Indica V2 DLE BSIII,2011,Diesel,5,2179 CC,40000,20.3 kmpl,140 bhp,320Nm@ 1500-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Magna 1.2,2014,Petrol,5,1495 CC,70000,23.0 kmpl,93.7 bhp,124.6Nm@ 3500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Ford,Ford EcoSport 1.5 Diesel Trend BSIV,2019,Diesel,5,1086 CC,70000,22.0 kmpl,62.1 bhp,96.1Nm@ 3000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Mahindra,Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,Diesel,7,796 CC,40000,22.9 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda WR-V i-DTEC VX,2018,Diesel,5,1405 CC,120000,18.9 kmpl,70 bhp,"13.5@ 2,500(kgm@ rpm)","Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i10 Era,2011,Petrol,5,1399 CC,60000,19.7 kmpl,67 bhp,160Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai Verna 1.6 CRDI AT SX Option,2016,Diesel,5,1248 CC,90000,20.36 kmpl,90 bhp,200Nm@ 1750-3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Verna 1.6 CRDi S Option,2016,Diesel,5,1248 CC,68000,13.7 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Mahindra,Mahindra Thar CRDe AC,2014,Diesel,6,1498 CC,24500,12.7 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire Vdi BSIV,2011,Diesel,5,2179 CC,77000,22.07 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Maruti,Maruti Swift Dzire VXI 1.2,2018,Petrol,5,1498 CC,85000,15.96 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i10 Era,2011,Petrol,5,1496 CC,45500,16.1 kmpl,88.73 bhp,132Nm@ 3000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Honda,Honda City i DTEC VX,2015,Diesel,5,1248 CC,67000,15.1 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift ZDi,2014,Diesel,5,1248 CC,77000,15.1 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai Xcent 1.2 Kappa Base,2015,Petrol,5,814 CC,47000,15.3 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
Hyundai,Hyundai i20 Asta Option 1.2,2016,Petrol,5,1199 CC,57000,14.8 kmpl,84.48 bhp,113Nm@ 3300rpm,"Comapany Name:HDFC Argo,Policy Plan:8500"
